Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,30411413.66,32902612.87,35644956.64,38091842.85,41616347.79,45788696.33,51465655.39,58642354.09,66248441.42,77361546.51,96243233.66,127448613.5,164460915.0,244124164.0,306044207.5,355168571.5,372025093.0,451624780.3,590407374.4,819870258.8,1060889704.0,1073812830.0,1014945696.0,1172230397.0,1240822167.0,1114783343.0,1392602164.0,1965226890.0,2644554159.0,3083822112.0,3790636324.0,3942876703.0,4146464587.0,4160129175.0,4259259604.0,4730599122.0,4847757218.0,5020265627.0,4790481509.0,5484263347.0,5788329609.0,5489608300.0,5438863983.0,7511582173.0,8957467707.0,9918907108.0,9919158482.0,10567270656.0,10730829116.0,10118459242.0,12637273429.0,15110643612.0,13907464500.0,14271738933.0,15470088501.0,13530748845.0,15082636723.0,16105156376.0,17031943186.0,16725908667.0,14960291541.0,18737066311.0,20355541963.0,
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,112155598.5,123134583.5,124482773.8,129379123.8,142025078.7,150574795.4,157930018.1,163820513.6,191767441.6,188039210.1,189106529.2,201450799.8,230317883.4,271183082.0,281398705.6,378660016.3,451152461.3,507298147.5,610578632.0,700764747.8,797048198.5,694803622.9,748312390.8,658679332.7,637820670.3,864849836.3,1122265013.0,1200991978.0,1264899288.0,1233930281.0,1440711459.0,1377374987.0,1411917553.0,1278781262.0,851174356.8,1115389674.0,1007791127.0,937741513.0,967338389.7,999477510.7,916777282.7,932648604.8,996068144.9,1142315523.0,1272360517.0,1337894379.0,1461859762.0,1699811295.0,1993407888.0,2067381665.0,2142591540.0,2437982705.0,2510126512.0,1691544110.0,1894813389.0,1695825714.0,1825018145.0,2072349973.0,2220979146.0,2221301351.0,2326720900.0,2516498412.0,2382618615.0,
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,40461721693.0,40934952064.0,42227447632.0,45029988561.0,49377522897.0,54515179581.0,61088384037.0,65668655501.0,71829810520.0,79148411662.0,88192257632.0,99606454744.0,113464000000.0,131764000000.0,160949000000.0,174420000000.0,207272000000.0,212325000000.0,219370000000.0,243891000000.0,274777000000.0,307247000000.0,314648000000.0,341866000000.0,356718000000.0,366186000000.0,379007000000.0,433134000000.0,509380000000.0,567212000000.0,596076000000.0,612528000000.0,594387000000.0,579054000000.0,579944000000.0,605961000000.0,630608000000.0,654987000000.0,634000000000.0,678412000000.0,744773000000.0,738982000000.0,760649000000.0,895541000000.0,1026690000000.0,1173110000000.0,1319260000000.0,1468820000000.0,1552990000000.0,1374630000000.0,1617340000000.0,1793330000000.0,1828370000000.0,1846600000000.0,1805750000000.0,1556510000000.0,1527990000000.0,1649270000000.0,1725330000000.0,1743730000000.0,1655680000000.0,2007470000000.0,2161480000000.0,
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,9522746719.0,10712712465.0,11879982759.0,13063643796.0,14480556572.0,15346741670.0,16480058705.0,17740013179.0,18942729779.0,20524886616.0,29800624196.36364,39076361776.72727,48352099357.09091,57627836937.454544,66903574517.81818,76179312098.18182,85455049678.54546,94730787258.90907,104006524839.27272,113282262419.63635,122558000000.0,112245000000.0,115043000000.0,114634000000.0,109455000000.0,110980000000.0,159090000000.0,199236000000.0,215541000000.0,208106000000.0,265764000000.0,268902000000.0,279921000000.0,272238000000.0,301375000000.0,352836000000.0,340104000000.0,294788000000.0,303459000000.0,297874000000.0,279216000000.0,286583000000.0,309301000000.0,362075000000.0,403913000000.0,418285000000.0,441635000000.0,490741000000.0,567268000000.0,554213000000.0,598851000000.0,715888000000.0,686420000000.0,706235000000.0,726538000000.0,694118000000.0,687895000000.0,695201000000.0,725569000000.0,721369000000.0,741999000000.0,813409000000.0,818427000000.0,
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945677377.0,6262740657.0,6439703435.0,6232906290.0,6663669065.0,7332244898.0,8553643354.0,8827272727.0,9676172953.0,11514605842.0,11292005985.0,11069406128.0,10846806271.0,10624206414.0,10401606557.0,10179006700.0,9956406843.0,9733806986.0,9511207129.0,9530244530.0,10422948632.0,10381669645.0,9811538462.0,11735662220.0,11735662220.0,
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,4110000000.0,4829238095.0,5631285444.0,5591307028.0,5964195925.0,6108679126.0,7162633082.0,7057478295.0,7192102967.0,8359596194.0,9144112431.0,10876091408.0,11833904488.0,16826390944.0,16209693232.0,7621570062.0,10338624019.0,13965595122.0,15992038535.0,21806136346.0,29036709872.0,34509878044.0,19529291438.0,20362016604.0,19671768029.0,17717662228.0,18897110581.0,22250729664.0,26042571602.0,29936735455.0,33137824753.0,37846188181.0,45949608605.0,49287378588.0,56998601233.0,73444831587.0,78584098983.0,85741415248.0,81990010726.0,75578685736.0,78339750717.0,71574739559.0,70264045960.0,76492579644.0,99075985722.0,122294000000.0,153844000000.0,172491000000.0,179895000000.0,171778000000.0,217051000000.0,251383000000.0,267025000000.0,277395000000.0,259561000000.0,242450000000.0,249345000000.0,276154000000.0,295858000000.0,278599000000.0,254258000000.0,316581000000.0,301025000000.0,
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,59716249311.0,50056685957.0,47209186415.0,50706614526.0,59708125204.0,70436008642.0,76720005492.0,72881364882.0,70846276051.0,79705614855.0,92602634892.0,99800593791.0,113689000000.0,138543000000.0,144189000000.0,163430000000.0,153939000000.0,174936000000.0,218502000000.0,263712000000.0,306165000000.0,289577000000.0,283929000000.0,304749000000.0,313729000000.0,309836000000.0,300514000000.0,327089000000.0,407845000000.0,456289000000.0,394566000000.0,413375000000.0,493137000000.0,619112000000.0,564322000000.0,734485000000.0,863749000000.0,961602000000.0,1029060000000.0,1094010000000.0,1211330000000.0,1339400000000.0,1470560000000.0,1660280000000.0,1955350000000.0,2285960000000.0,2752120000000.0,3550330000000.0,4594340000000.0,5101690000000.0,6087190000000.0,7551550000000.0,8532190000000.0,9570470000000.0,10475600000000.0,11061600000000.0,11233300000000.0,12310500000000.0,13894900000000.0,14280000000000.0,14687700000000.0,17820500000000.0,17963200000000.0,
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,546203558.5,618245635.1,645284474.6,761047199.0,921063326.3,919771228.0,1024102882.0,1082922726.0,1281281278.0,1361360292.0,1455482795.0,1584128511.0,1849400398.0,2508421426.0,3070152314.0,3893839184.0,4662053820.0,6265068200.0,7900526290.0,9142933956.0,10175617589.0,8432589956.0,7567110856.0,6838184772.0,6841639250.0,6977650648.0,9158302111.0,10087654451.0,10255169812.0,9757410630.0,10795850585.0,10492628588.0,11152971284.0,11045760269.0,8313557515.0,11000146269.0,18071152821.0,18047558027.0,19619654770.0,18870992456.0,16577533891.0,16810537038.0,18054383334.0,21251754334.0,23510575668.0,24036918719.0,25281413268.0,28760090924.0,34078240260.0,33886813226.0,34936307965.0,36693710823.0,36302302845.0,42760235498.0,48843005626.0,45815005171.0,48407761032.0,52512344034.0,58522477745.0,59898479821.0,62982768372.0,71811075955.0,70018715017.0,
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,614206068.5,652777608.3,694247864.4,718320845.0,776650176.9,814083265.5,851112534.6,936175260.0,1046191218.0,1100551489.0,1151216993.0,1236941394.0,1498251890.0,1901393361.0,2157415533.0,2857037371.0,2898090002.0,3394664024.0,4662852583.0,5919002983.0,6674569047.0,6610938617.0,6611255964.0,6870200010.0,7311938026.0,8544810498.0,11857056199.0,13049659981.0,12236057362.0,11012566195.0,12314482628.0,11840192296.0,12071775335.0,16181814713.0,8902446252.0,10864772471.0,11093538846.0,10789458433.0,11298144990.0,11565826465.0,10566579295.0,10953485349.0,12417251333.0,15970315035.0,18826214136.0,19509852207.0,20910512975.0,23928250433.0,27715142033.0,27932970317.0,27507501821.0,30630910495.0,30155062329.0,33728621180.0,36386544706.0,32210233020.0,33814337044.0,36098547033.0,39973842087.0,39670976453.0,40773241177.0,44993521774.0,43644068311.0,
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,9461033354.0,5979350228.0,8042983397.0,7175016485.0,9207333741.0,8822051648.0,9329305478.0,9089652739.0,8850000000.0,10768000000.0,5820475672.0,5643416613.0,5771456952.0,6090838693.0,6217805821.0,4711259427.0,19088046306.0,7438189100.0,8728038525.0,8937567060.0,10297483481.0,11964484466.0,14451901696.0,16737071816.0,19788515590.0,18648372553.0,21565721045.0,25839749199.0,29306235285.0,32679745048.0,35909040926.0,37917706497.0,37134801555.0,38019264795.0,47568210010.0,51775829877.0,48716961860.0,55328482784.0,64718641221.0,
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,131731862.8,151675738.9,166521239.7,172233430.7,185693724.9,198318064.0,220613582.0,237397428.1,251247457.8,265040036.4,274960699.9,322128019.0,410669263.7,541973362.6,585364634.5,767102680.2,754549601.4,765224029.3,878771772.2,1198749667.0,1705796853.0,1993512323.0,2160640565.0,2097274290.0,2193581365.0,2160872540.0,1849268212.0,2297753652.0,2212536312.0,2389593026.0,2798746050.0,2724853506.0,2933222703.0,2684323623.0,1769365438.0,2116003868.0,2540697539.0,2322719103.0,1949481379.0,2354772960.0,3227927698.0,2796704604.0,3034250924.0,3503723088.0,4656974940.0,6650001680.0,8072305029.0,8782703437.0,11649857673.0,9723299915.0,13148396212.0,15655383577.0,17692911296.0,17958720699.0,17919224180.0,12434829581.0,10931247265.0,11834406801.0,14773806078.0,13976661498.0,11468608530.0,14825708811.0,15816996655.0,
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4031152977.0,4540447761.0,4955538219.0,4836166667.0,5973366667.0,5760761905.0,5428518519.0,5825170438.0,5960212869.0,6450175214.0,7198360460.0,7820380971.0,8671358733.0,10315760000.0,12370029584.0,13098633902.0,15341403660.0,19470960619.0,23263511958.0,27940411250.0,33400735644.0,36388366869.0,38968039722.0,38729822782.0,38253120738.0,34894419443.0,34942489684.0,36373307085.0,39212550050.0,39540080200.0,47844090710.0,49637993949.0,58394443378.0,66474101301.0,81705497617.0,92495970511.0,97153389011.0,106656000000.0,98486358581.0,86278947637.0,99875074951.0,98200641203.0,97945812803.0,94644969157.0,117092000000.0,145601000000.0,161793000000.0,206230000000.0,242504000000.0,232469000000.0,286499000000.0,334966000000.0,370691000000.0,382094000000.0,381241000000.0,293492000000.0,282720000000.0,311867000000.0,334198000000.0,323032000000.0,270151000000.0,318512000000.0,343622000000.0,
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,212218261.6,196349931.5,184009013.6,191621954.9,184697225.6,196726096.3,279197721.8,337525852.6,356500032.7,341476768.3,429622177.7,424108769.5,457388651.5,452881475.1,319189184.3,398461797.0,396053805.9,364445600.5,370106745.9,382454989.9,351136579.6,378512024.1,425964681.0,546885222.7,633706110.8,653845169.2,698431793.9,795673153.2,915659107.8,905341174.0,907978731.7,1023086273.0,1015843491.0,1116224107.0,1149587660.0,966029599.8,1012835493.0,1077439756.0,1188797450.0,1195019531.0,1225039196.0,1296089479.0,1242519407.0,
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,142246815.3,139468209.1,140630679.0,138476175.6,132019038.6,137728204.8,190651167.6,235253064.7,264308140.3,267448571.4,306890962.6,319827058.6,357160985.3,490417389.7,406580652.3,487148993.5,501979269.8,490608657.9,521910560.5,592416703.1,539227277.6,563090490.4,620507387.5,813260468.9,924940011.8,972241676.9,1107571458.0,1649621739.0,1959620648.0,1852334575.0,1824751468.0,2046817987.0,1913081210.0,2028910915.0,2041930125.0,1749857620.0,1849789986.0,1996741540.0,2205099507.0,2252177124.0,1821565614.0,1997866379.0,2226862134.0,
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,507513830.0,490325181.6,479180824.3,511902136.8,542578367.2,592981162.3,647305630.2,699456618.9,773841494.3,853630203.8,984830158.5,1077147538.0,1238251696.0,1528925846.0,1666544754.0,1960863466.0,2412555426.0,3072427013.0,3523208810.0,4035519323.0,4831447001.0,2623803096.0,2606623555.0,3146772631.0,3660477856.0,3919203960.0,4418983871.0,4532952047.0,4614629898.0,5251025767.0,5711687787.0,7196276092.0,8564041916.0,9582868487.0,10486787008.0,11578594260.0,11678424507.0,12614602382.0,13684255947.0,14254866281.0,15013629659.0,15976174337.0,16578820687.0,17271760507.0,18610594846.0,20040642477.0,22715540325.0,26884700345.0,30801744882.0,30745714313.0,37658614804.0,42762613700.0,47231655431.0,50949668841.0,52016408952.0,56441920821.0,58847019610.0,60516044657.0,62420164992.0,64417670521.0,62395610760.0,64960725734.0,69243626029.0,
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,5693005200.0,6914658400.0,8135150892.0,9987709650.0,11405957317.0,13027415244.0,13789579903.0,14206158675.0,17844705325.0,19584443288.0,19912889861.0,20150254096.0,20953510235.0,22204940512.0,24039383608.0,22920490774.0,24226574634.0,25213935012.0,27458999472.0,27023468666.0,28645436569.0,24316556026.0,22085858243.0,22367254865.0,28448326757.0,30429803651.0,25017368700.0,25365908100.0,25736331200.0,28364615200.0,30565400000.0,31682400000.0,33590500000.0,35901200000.0,38203000000.0,42643836100.0,48835925926.0,54262870370.0,56302129630.0,57481481481.0,59562962963.0,68990000000.0,73141000000.0,77148000000.0,80656100000.0,87132800000.0,91370407864.0,96850649692.0,100050000000.0,103428000000.0,107352000000.0,107352000000.0,107352000000.0,
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2930092237.0,3012836257.0,3033568606.0,3059406995.0,3058779212.0,3024690188.0,3033433248.0,3046364820.0,3026124116.0,2534327592.0,2739594360.0,3075180835.0,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200288241.0,4466278065.0,4585949024.0,4281714567.0,4156841107.0,4186073104.0,4291004524.0,4405796023.0,4562853611.0,4708167233.0,4909322237.0,5166281305.0,5530178441.0,5941896608.0,5647224989.0,6028373513.0,6844827379.0,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,489914760.7,576090073.7,734887974.0,964026512.2,1288715210.0,2154311277.0,2087496374.0,2159242417.0,2160364071.0,2278248953.0,2430411900.0,3090734463.0,3704813886.0,4278792597.0,4563482604.0,5591130218.0,5770197348.0,6912150456.0,6590291048.0,7425703929.0,9933133247.0,10011918444.0,9547818700.0,10248617647.0,10497908306.0,9985844486.0,10397897086.0,11420227885.0,14547325028.0,17320552500.0,18433411267.0,20072786351.0,23968764030.0,27844698989.0,25945391775.0,25732125694.0,27564931919.0,24977293926.0,23899444183.0,23155988617.0,19842492367.0,20952955488.0,22870678689.0,25523485043.0,25947027570.0,25227201184.0,29482917679.0,29250524418.0,
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40728950705.0,29859921159.0,34805013230.0,40866748705.0,47850203856.0,60147174077.0,67387788633.0,62180159376.0,66807429711.0,65173130995.0,61828166496.0,67808032980.0,82196001051.0,100090000000.0,119814000000.0,137143000000.0,156264000000.0,190184000000.0,236816000000.0,207434000000.0,209070000000.0,229563000000.0,208858000000.0,211686000000.0,209359000000.0,188033000000.0,196272000000.0,218629000000.0,249001000000.0,252548000000.0,245975000000.0,281791000000.0,290566000000.0,
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,215838000000.0,249985000000.0,299802000000.0,398374000000.0,445303000000.0,490637000000.0,519754000000.0,600498000000.0,740470000000.0,881345000000.0,950291000000.0,800472000000.0,776576000000.0,770684000000.0,725111000000.0,732535000000.0,1046260000000.0,1298180000000.0,1401230000000.0,1398970000000.0,1771670000000.0,1868950000000.0,2131570000000.0,2071320000000.0,2205070000000.0,2585790000000.0,2497240000000.0,2211990000000.0,2238990000000.0,2194950000000.0,1947980000000.0,1945790000000.0,2078480000000.0,2501640000000.0,2814350000000.0,2846860000000.0,2994700000000.0,3425580000000.0,3745260000000.0,3411260000000.0,3399670000000.0,3749310000000.0,3527140000000.0,3733800000000.0,3889090000000.0,3357590000000.0,3469850000000.0,3690850000000.0,3974440000000.0,3889180000000.0,3887730000000.0,4278500000000.0,4082470000000.0,
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,340989528.0,357180633.15,373371738.3,395794538.6,409220087.1,452328087.3,462421998.5,478058304.9,466048469.2,491689220.7,497723960.6,494004647.7,502675542.0,514267869.3,536080148.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684.0,847918929.1,999105339.3,1049110685.0,1128611700.0,1239144502.0,1353632942.0,2042817163.0,2214679081.0,2424391785.0,2604955229.0,2762581334.0,2913466732.0,3088853639.0,3185150981.0,3385825229.0,3515108860.0,
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,45872947.41,57130215.56,55017758.89,72804653.33,82107391.11,89527576.67,98665191.48,109157070.7,119491933.0,135161958.5,151868754.4,171106184.1,185137243.0,201429629.6,219762963.0,234059259.3,245525925.9,264374074.1,274522222.2,292285185.2,302988888.9,322411111.1,331759259.3,333470370.4,340203703.7,333196296.3,343311111.1,367200000.0,364255555.6,390251851.9,421374074.1,458188888.9,489074074.1,493825925.9,501025925.9,485996296.3,498296296.3,520429629.6,540737037.0,576229629.6,521551851.9,554770370.4,611537037.0,504214814.8,555266666.7,607440740.7,
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,11931739859.0,13059064375.0,13505573867.0,15414902267.0,17075457600.0,19085731252.0,23232379952.0,30730626663.0,34160444798.0,40474406216.0,44575892473.0,49784338519.0,60362931854.0,70366241969.0,71127528700.0,61877813965.0,60412844679.0,60644782176.0,59105236854.0,62658568287.0,88078760104.0,109414000000.0,115553000000.0,112409000000.0,138247000000.0,139225000000.0,152916000000.0,143196000000.0,156162000000.0,185007000000.0,187632000000.0,173538000000.0,176992000000.0,177965000000.0,164159000000.0,164791000000.0,178635000000.0,218096000000.0,251373000000.0,264467000000.0,282885000000.0,319423000000.0,353361000000.0,321241000000.0,321995000000.0,344003000000.0,327149000000.0,343584000000.0,352994000000.0,302673000000.0,313116000000.0,332121000000.0,356841000000.0,346499000000.0,354763000000.0,405688000000.0,400167000000.0,
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672399700.0,654100200.0,824100000.0,940799900.0,1025599900.0,888100000.0,983900000.0,1034800000.0,1079100000.0,1230500000.0,1485500000.0,1666500000.0,1987400000.0,2344800000.0,2925700000.0,3599200000.0,3951500000.0,4587100000.0,4734400000.0,5498800000.0,6761300000.0,7561300000.0,8267400000.0,9220600000.0,11594000000.0,5044579979.0,6122128558.0,5827050753.0,5374299981.0,6686593060.0,7073675545.0,9824483340.0,11605382504.0,13081042400.0,14644734599.0,16637370839.0,18241622548.0,20017450041.0,21672215547.0,22136579397.0,24305780629.0,25601823688.0,27137440786.0,21403167848.0,22322387382.0,35777560684.0,37879830084.0,43965458509.0,48122601530.0,48261078914.0,53860187258.0,58029773599.0,60681535653.0,62682159338.0,67179955677.0,71164826837.0,75704647878.0,79998046306.0,85555390139.0,88941372558.0,78844656298.0,94243425938.0,113537000000.0,
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723615451.0,2434747056.0,2001444544.0,2702982018.0,2909316435.0,3136284307.0,3039859187.0,3370870376.0,3852147027.0,4257253264.0,4863526897.0,5077183094.0,6766743957.0,8707858912.0,13209871626.0,15557902754.0,17728240932.0,20972113685.0,26364491313.0,33243706860.0,42345829079.0,44348590461.0,45207167470.0,48801369800.0,53698548293.0,57937868670.0,63692007897.0,66745818375.0,59089396860.0,55634721573.0,62048507531.0,45715676428.0,48003133347.0,49945584453.0,42543176829.0,41764291672.0,46941554225.0,48177612042.0,48187781984.0,48640671735.0,54790398570.0,54744697926.0,56760355865.0,67863850334.0,85332581189.0,103198000000.0,117027000000.0,134977000000.0,171001000000.0,137211000000.0,161207000000.0,200013000000.0,209059000000.0,209755000000.0,213810000000.0,165979000000.0,160034000000.0,170097000000.0,174911000000.0,171760000000.0,145744000000.0,163472000000.0,194998000000.0,
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2069464937.0,1753850955.0,1518207704.0,1824343870.0,2244146103.0,2387047396.0,2429308639.0,2553595172.0,2582179864.0,3112165727.0,2862503139.0,2754219271.0,3185986087.0,3891754150.0,6599257044.0,7731674472.0,9091921030.0,11026342618.0,11922497876.0,14175160902.0,17881508242.0,21810759354.0,19929846396.0,17152477037.0,16912509092.0,17149088413.0,15314138472.0,13945426859.0,13051881851.0,13890823705.0,15239272612.0,16988535268.0,18094238119.0,18938717359.0,22708673337.0,24432884442.0,25226393197.0,28162053027.0,27981896948.0,19645272636.0,18327764882.0,24468324000.0,28548945000.0,32432858000.0,36591661000.0,41507085000.0,46802044000.0,51007777000.0,61762635000.0,62519686000.0,69555367000.0,79276664000.0,87924544000.0,95129659000.0,101726000000.0,99290381000.0,99937696000.0,104296000000.0,107562000000.0,108108000000.0,99291124000.0,106166000000.0,115049000000.0,
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,4948667540.0,5278005612.0,5605484299.0,5932242991.0,6524455206.0,8042200452.0,8609283346.0,9299638056.0,10098534613.0,9228963225.0,11632178869.0,13315988083.0,14400806876.0,14811704063.0,18020571429.0,21669908176.0,22136081081.0,27655172414.0,30966239814.0,33971188992.0,39053502251.0,41253507951.0,40455616654.0,34980124929.0,39756299050.0,42978914311.0,37387836491.0,41855986519.0,46578631453.0,51897983393.0,60159245060.0,67629716981.0,78436578171.0,84828807556.0,90710704807.0,99838543960.0,96684636119.0,85146067416.0,80288461538.0,78782467532.0,89600665557.0,107426000000.0,130438000000.0,162818000000.0,189147000000.0,218984000000.0,235990000000.0,279117000000.0,288434000000.0,305595000000.0,329367000000.0,332442000000.0,248363000000.0,262589000000.0,318679000000.0,383818000000.0,424672000000.0,476748000000.0,
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467872714.8,531688311.7,578015625.0,693535954.2,686490090.1,745523074.7,688918509.0,706370815.6,752371683.2,729321671.4,870248293.7,1109054005.0,1098424709.0,1211161880.0,1317974491.0,1380188800.0,1856695551.0,1589515447.0,2065001626.0,2065001626.0,2065001626.0,2065001626.0,2065001626.0,2065001626.0,2065001626.0,2065001626.0,2065001626.0,2065001626.0,2065001626.0,2065001626.0,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075.0,13834300571.0,16138545209.0,19074913948.0,21343844644.0,24756958695.0,28721062242.0,31647119228.0,31475548481.0,36038711600.0,40992995008.0,46619420359.0,59132415221.0,78639525985.0,97274006346.0,114777000000.0,118507000000.0,132449000000.0,160600000000.0,214602000000.0,232767000000.0,202808000000.0,195997000000.0,170951000000.0,172103000000.0,180793000000.0,251321000000.0,318748000000.0,376160000000.0,414757000000.0,536559000000.0,577166000000.0,630916000000.0,525076000000.0,530563000000.0,614609000000.0,642589000000.0,590077000000.0,619215000000.0,634908000000.0,598363000000.0,627830000000.0,708757000000.0,907492000000.0,1069060000000.0,1153720000000.0,1260400000000.0,1474000000000.0,1631860000000.0,1491470000000.0,1422110000000.0,1480710000000.0,1324750000000.0,1355580000000.0,1371820000000.0,1196160000000.0,1233550000000.0,1313250000000.0,1421700000000.0,1394320000000.0,1278130000000.0,1445650000000.0,1417800000000.0,
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4502970889.0,4786018988.0,5154420649.0,5674080543.0,5756912266.0,5686579748.0,6254649539.0,7367975888.0,9874013098.0,12145911801.0,14106790200.0,17022870405.0,22449129483.0,24341678629.0,19633031398.0,19523477326.0,23213994093.0,23019150071.0,25115753366.0,26634083965.0,22890762090.0,24072829277.0,26924385103.0,30624720196.0,31081901909.0,31370395573.0,37191166152.0,38100812959.0,
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,7324903188.0,7707678019.0,8567890821.0,8096302367.0,9480840483.0,9848600870.0,10527338647.0,10908935749.0,11476584879.0,12175166763.0,13463868357.0,10492993078.0,8830712714.0,6927950565.0,7663984568.0,8547939731.0,8589233860.0,7818205593.0,7700833482.0,8242349618.0,8231326016.0,7850809498.0,8623691300.0,10131187261.0,12401139454.0,15280861835.0,19707616773.0,27066912635.0,32437389116.0,29933790334.0,31952763089.0,43310721414.0,47648276605.0,55612228234.0,64589328551.0,74296745208.0,81770886826.0,84269196626.0,95912607722.0,107658000000.0,111262000000.0,126783000000.0,
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102196.0,5921659485.0,6340580854.0,6885920329.0,7766655086.0,8589340019.0,9208524505.0,9368954010.0,8823033880.0,10070766721.0,11357516988.0,12527405513.0,14743186120.0,19472363467.0,24848821490.0,29472623242.0,31849513771.0,33499799321.0,36256160289.0,44465255686.0,53645202423.0,52448332874.0,52797582336.0,50973526900.0,52888800950.0,55875863392.0,73531550551.0,91594751792.0,109059000000.0,119012000000.0,141438000000.0,127774000000.0,112533000000.0,89214114708.0,103300000000.0,134190000000.0,132129000000.0,126912000000.0,134039000000.0,135264000000.0,126020000000.0,129533000000.0,140404000000.0,171652000000.0,197479000000.0,204885000000.0,217089000000.0,256378000000.0,285716000000.0,253498000000.0,249424000000.0,275604000000.0,258290000000.0,271362000000.0,274863000000.0,234534000000.0,240771000000.0,255648000000.0,275708000000.0,268515000000.0,271886000000.0,296470000000.0,282650000000.0,
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422.1,116987784.9,122906435.0,129454728.6,140032741.5,147084750.0,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316656648.7,425950487.5,558587097.4,684282434.4,694540806.4,719501765.8,829267889.4,1019691460.0,1202618816.0,1235626771.0,1194059943.0,1123085190.0,1178000678.0,1141168944.0,1290267340.0,1177947965.0,1110009523.0,1182660266.0,1337017559.0,1383883250.0,1532411039.0,1636101247.0,1825732093.0,1970301486.0,2128696644.0,2090221137.0,1653146717.0,1936459986.0,1678219508.0,1652462023.0,1833279985.0,2300492465.0,2708078477.0,2980403845.0,3076305453.0,3378314600.0,3523185920.0,2870624636.0,3140166713.0,3779411899.0,3972028104.0,4189967999.0,4857104791.0,4682479912.0,4930213634.0,5353469171.0,5581425325.0,5444407214.0,4432466237.0,4305031631.0,4979979546.0,
